Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
"[XG32WCMS] ASUS NB M6500X，640*480@60hz/75hz,720*480@60hz No Signal",MONMTK-732,124826,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,15/Mar/24 3:29 PM,19/Mar/24 11:59 AM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"現象：ASUS NB M6500X，640_480@60hz/75hz,720_480@60hz No Signal

手法：
    1. TypeC连接ASUS笔记本（M6500X）
    2. 切換refresh rate 至 640_480@60hz/75hz,720_480@60hz无信号

附件為抓取log",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,19/Mar/24 11:58 AM;jason.huang;640_480_無畫面_cc_log.tdc;https://amtran.atlassian.net/rest/api/3/attachment/content/110655,15/Mar/24 3:26 PM;jason.huang;ASUS_NB_M6500X_640_480_無畫面.log;https://amtran.atlassian.net/rest/api/3/attachment/content/110433,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5dcd1875,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c2y7:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-248,,,,,,19/Mar/24 11:59 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;update CC log,,,,To Do,15/Mar/24 3:29 PM
[XG32WCMS] [SYS] DisplayWidgetCenter 缺失 2 VCP commands,MONMTK-731,124768,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,14/Mar/24 8:23 PM,14/Mar/24 8:34 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,Critical,DisplayWidgetCenter 缺失 2 VCP commands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4513dda2,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c2lj:,Cannot recover even try any methods,,,,,,,,,,Critical,,PVT,,,,,,,,,,,,,,,,,,,,To Do,14/Mar/24 8:23 PM
[XG32WCMS] QHD@280Hz，天側會有橫條閃爍,MONMTK-730,124757,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,14/Mar/24 5:17 PM,18/Mar/24 2:44 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"現象：QHD@280Hz，天側會有橫條閃爍

手法：
    1. Nvidia 顯卡 3070/3080/4070/…
    2. DP/HDMI QHD@280Hz
    3. AC/DC on、切Refresh Rate(從其他Refresh Rate切到280Hz)
    4. 天側出現橫條閃爍大約維持3~5秒 ({color:#ff5630}NG{color})",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,18/Mar/24 2:44 PM;jason.huang;天側閃線.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/110532,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d50fe62,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c2j3:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,"XG32WCMS63-384 , XG32WCMS63-380",,,,,,,,,,To Do,14/Mar/24 5:17 PM
[XG32WCMS]PBP移除主畫面Source時，開啟OSD選單錯誤。,MONMTK-729,124731,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,,stan_chang,61825a23702bd0006a50d648,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,14/Mar/24 1:26 PM,14/Mar/24 1:26 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"Phenomenon:
        PBP移除主畫面Source時，開啟OSD選單錯誤。
Setup:
        FW:014
        DP Source RTX3070
        HDMI Source Intel A750

Procedures:
        [Step1]打開OSD選單，PIP/PBP->POP/PBP mode->PBP
        [Step2]拔除DP Source
        [Step3]打開OSD選單

Expected Result: 
         PBP移除主畫面Source後，OSD選單也需正常。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,14/Mar/24 1:26 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;PBP移除主畫面Source時OSD選單錯誤.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/110309,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d48b21c,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0c2db:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,,,,,,,,To Do,14/Mar/24 1:26 PM
[XG32WCMS] HDR開情況下，Reset前後的反灰item不一致,MONMTK-728,124729,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,14/Mar/24 12:01 PM,19/Mar/24 7:43 PM,20/Mar/24 6:10 PM,15/Mar/24 11:04 PM,XG32WCMS,,0,,"現象：HDR開情況下，Reset前後的反灰item不一致

手法：
    1. 開啟HDR，此時OSD反灰設定如圖片的左邊
    2. Reset後，還在HDR模式，此時OSD反灰設定如圖片右邊",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,14/Mar/24 12:01 PM;jason.huang;HDR_OSD.png;https://amtran.atlassian.net/rest/api/3/attachment/content/110296,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cbca431,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0c2cv:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-318,,2024-03-19 11:43:12.096,1_*:*_1_*:*_125965353_*|*_4_*:*_1_*:*_120621_*|*_5_*:*_2_*:*_73771,,,19/Mar/24 7:43 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0318測試OK,,,,Done,15/Mar/24 11:04 PM
[XG32WCMS] 拔除訊號，先秀出Standby Menu。需手動取消才會進入Power Saving,MONMTK-727,124725,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,14/Mar/24 11:42 AM,19/Mar/24 7:36 PM,20/Mar/24 6:10 PM,15/Mar/24 11:04 PM,XG32WCMS,,0,,"現象：拔除訊號，先秀出Standby Menu。需手動取消才會進入Power Saving

手法：
    1. 任意source
    2. 拔除訊號，先秀出Standby Main Menu ({color:#ff5630}NG1{color})
    3. Standby Main Menu不會自動消失 ({color:#ff5630}NG2{color})
    4. 手動關閉後才顯示No Signal，接著才會進Power Saving",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e5cb66d,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c2bz:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/jira/core/projects/XG32WCMS63/issues/XG32WCMS63-411,,2024-03-19 11:36:40.697,1_*:*_1_*:*_127317399_*|*_5_*:*_1_*:*_0,,,19/Mar/24 7:36 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0318測試OK,,,,Done,15/Mar/24 11:04 PM
[XG32WCMS][OSD]开启ELMB功能后，做reset后。没有回到初始值,MONMTK-726,124718,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,14/Mar/24 11:02 AM,19/Mar/24 8:20 PM,19/Mar/24 8:09 PM,,XG32WCMS,,0,,"Phenomenon:

开启ELMB功能后，做reset后。没有回到初始值



Setup:



Procedures: 

	1.关闭Variable Refresh Rate

2.开启ELMB功能

3.做reset后。Variable Refresh Rate开启。

4.ELMB Setup的子菜单ELMB是关闭，可选。ELMB SYNC反灰不可选。

5.做完reset后应该是Variable Refresh Rate开启，ELMB SYNC可选，ELMB 反灰



Expected Result: 

N/A

Actual Result:

*Ratio: 1/1

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7eee8814,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c2af:,Cannot recover even try any methods,,,,,,,,,,Major,,PVT,,,,,,,,,,,,2024-03-19 11:51:20.036,,,,"19/Mar/24 7:51 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0319版本 Reset時沒有將Variable Refresh Rate功能開啟。
從Nvidia control panel可看到GSYNC是關閉狀態
因此Reset後仍然不會開ELMB SYNC。",,,,To Do,14/Mar/24 11:02 AM
[XG32WCMS][OSD] 菜单电源设置切换到省电模式，调节切换语言时Power Indicator的开关在反灰模式会显示下开启,MONMTK-725,124716,Bug,Reopened,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,14/Mar/24 10:58 AM,19/Mar/24 8:20 PM,19/Mar/24 8:09 PM,,XG32WCMS,,0,,"Phenomenon:

	菜单电源设置切换到省电模式，调节切换语言时Power Indicator的开关在反灰模式会显示下开启，如附件影片



behavior.

Setup:



Procedures: 



Expected Result: 

N/A

Actual Result:

	Sometimes, the value is not the same on the tablet.

*Ratio: 1/1

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,19/Mar/24 7:34 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.png;https://amtran.atlassian.net/rest/api/3/attachment/content/110705,19/Mar/24 7:34 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;02.png;https://amtran.atlassian.net/rest/api/3/attachment/content/110706,14/Mar/24 10:56 AM;robert.lo;XG32WCMS63-408.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/110286,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e23ac26,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c29z:,Cannot recover even try any methods,,,,,,,,,,Major,,PVT,,,,,,,,,,,,2024-03-18 07:59:24.974,,,,"18/Mar/24 3:59 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE014複驗時，此問題依然存在，畫紅線處的開關，切換選單時也跟著動。

!01.png|width=559,height=388!

!02.png|width=649,height=426!",19/Mar/24 7:33 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0319測試依然存在,,,To Do,18/Mar/24 3:55 PM
[XG32WCMS] DP cet fail,MONMTK-724,124690,Task,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,13/Mar/24 7:31 PM,16/Mar/24 12:52 AM,20/Mar/24 6:10 PM,14/Mar/24 7:56 PM,XG32WCMS,,0,Critical,"DP cet fail

 IST宜特目前測試目前驗證PHY、Link Layer、 EDID, 結果皆pass。 
驗證IOP時, 發現DUT無法進入睡眠。在沒訊號時，訊號燈會恆亮白燈及背光不會暗, 會再修改一版FW給IST宜特複測",,Jason Huang,Tony Ho(何哲嘉),,557058:33e8fddc-2108-410c-95ff-830c0f242236,557058:af676215-fa8d-4793-8e03-b3d11cda443f,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@226b8692,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0c24v:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,,,2024-03-14 11:56:04.148,1_*:*_1_*:*_87859283_*|*_5_*:*_1_*:*_0,,,14/Mar/24 7:56 PM;557058:af676215-fa8d-4793-8e03-b3d11cda443f;已提供新FW給宜特覆測,,,,Done,14/Mar/24 7:56 PM
[XG32WCMS]PIP模式下的子畫面畫異。,MONMTK-723,124689,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,13/Mar/24 7:30 PM,15/Mar/24 2:40 PM,20/Mar/24 6:10 PM,14/Mar/24 9:55 AM,XG32WCMS,,0,,"Phenomenon:
        PIP模式下的子畫面畫異。

Setup:
        FW:013

Procedures:
        [Step1]打開OSD選單，PIP/PBP->PIP/PBP Mode->PIP
Expected Result: 
        PIP模式下的子畫面需正常出畫。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,13/Mar/24 7:29 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;PIP子畫面畫異.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/110250,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@af622ee,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0c24n:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-407,,2024-03-14 01:55:27.476,1_*:*_1_*:*_51926070_*|*_5_*:*_1_*:*_0,,,14/Mar/24 9:55 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;修正,,,,Done,14/Mar/24 9:55 AM
[XG32WCMS] HDMI cert fail,MONMTK-722,124688,Task,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,13/Mar/24 7:29 PM,13/Mar/24 7:30 PM,20/Mar/24 6:10 PM,13/Mar/24 7:30 PM,XG32WCMS,,0,Critical,現象：HDMI cert fail,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30b0b03e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0c24f:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,,,,1_*:*_1_*:*_44717_*|*_6_*:*_1_*:*_0,,,,,,,Done,13/Mar/24 7:30 PM
[XG32WCMS] 眼圖無法設定,MONMTK-721,124687,Task,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,13/Mar/24 7:27 PM,13/Mar/24 7:28 PM,20/Mar/24 6:10 PM,13/Mar/24 7:28 PM,XG32WCMS,,0,Critical,現象： 眼圖無法設定,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@484bc7b9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0c247:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,,,,1_*:*_1_*:*_15701_*|*_4_*:*_1_*:*_11044_*|*_6_*:*_2_*:*_12640,,,,,,,Done,13/Mar/24 7:28 PM
[XG32WCMS]HDMI source 接顯卡A750 部分更新率無法切換。,MONMTK-720,124686,Bug,Reopened,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,13/Mar/24 6:49 PM,20/Mar/24 11:14 AM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"Phenomenon:
        HDMI source 接顯卡A750 部分更新率無法切換。

Setup:
        FW:013
        A750 
        HDMI source 
Procedures:
        [Step1]640*480@75hz
        [Step2]800*600@75hz
        [Step3]1024*768@75hz

Expected Result: 
        640*480@75hz，800*600@75hz，1024*768@75hz三種都該能切換。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ea1e9f2,,,Software,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c23z:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-383  https://amtran.atlassian.net/browse/XG32WCMS63-211,,,,,,,,,,To Do,20/Mar/24 11:14 AM
[XG32WCMS]顯卡A750在HDMI source時，將2560X1440@60HZ切换到640X480@75HZ，會黑屏後恢復2560X1440@60HZ。,MONMTK-719,124683,Bug,Reopened,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,13/Mar/24 6:40 PM,20/Mar/24 11:43 AM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"Phenomenon:
         顯卡A750在HDMI source時，將2560X1440@60Hz切换到640X480@75Hz，會黑屏後恢復
         2560X1440@60HZ。

Setup:
         FW:MCE013
         顯卡A750  HDMI source       

Procedures:
        [Step1]2560X1440@60Hz切换到640X480@75Hz
Expected Result: 
        應該正確切換。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,13/Mar/24 6:39 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;A750無法切換640x480_60Hz.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/110243,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@78edf69b,,,Software,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c23b:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-211,,2024-03-15 16:32:36.142,,,,16/Mar/24 12:32 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;看起來與 https://amtran.atlassian.net/browse/MONMTK-720 重複,,,,To Do,20/Mar/24 11:43 AM
"[XG32WCMS] Type C Display HDR 在Pre Test 驗證過程, 切換source 會Fail",MONMTK-718,124675,Bug,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,robert.lo(TPE-SW),557058:f2adca06-f342-4e6e-82a4-107b96e95db1,13/Mar/24 6:00 PM,16/Mar/24 12:52 AM,20/Mar/24 6:10 PM,14/Mar/24 7:56 PM,XG32WCMS,,0,Critical,"設備： Nvidia 2070

手法大概如下：

# Auto Color Tool校正
# 驗DP Source HDR，確認OK
# 切source至TypeC，此時TypeC就會NG
# 在TypeC source下Toggle DP stream 1.2 1.4，重新Toggle到1.4後，TypeC HDR就正常
# 此時，再切換source至DP，DP HDR又會NG

 

再麻煩確認是否為切source時，DP config沒有確實套用?!",,robert.lo(TPE-SW),Tony Ho(何哲嘉),,557058:f2adca06-f342-4e6e-82a4-107b96e95db1,557058:af676215-fa8d-4793-8e03-b3d11cda443f,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7cbab1fe,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0c21j:,Cannot recover even try any methods,,,,,,,,,,Critical,,PVT,15/Mar/24 12:00 AM,,,,,,,,,,,2024-03-14 11:56:43.65,1_*:*_1_*:*_93356780_*|*_5_*:*_1_*:*_0,,,"13/Mar/24 6:02 PM;557058:f2adca06-f342-4e6e-82a4-107b96e95db1;此問題將影響到送HDR 400 Certification 的 Schedule, 請優先解決",14/Mar/24 7:56 PM;557058:af676215-fa8d-4793-8e03-b3d11cda443f;更新PC顯卡DRIVER後即無此問題,,,Done,14/Mar/24 7:56 PM
[XG32WCMS] Reset後EDID沒讀取至預設狀態，VRR、PIPPBP、Aspect Control,MONMTK-717,124674,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,13/Mar/24 5:59 PM,14/Mar/24 8:38 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"現象： Reset後EDID沒讀取至預設狀態，VRR、PIPPBP、Aspect Control

手法：
    1. 關閉VRR、開啟PIPPBP、操作Aspect Control
    2. 按下Reset
    3. EDID沒讀取預設值",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@80c7222,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0c21b:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,XG32WCMS63-410,,,,,,,,,,To Do,13/Mar/24 5:59 PM
